student_id,student_name,age,gender,country,university,program_level,field_of_study,year_of_study,tuition_usd,scholarship,online_classes,campus_facilities_rating,teaching_quality_rating,overall_satisfaction
192,Nathan Johns,21.0,Female,Canada,Smith PLC University,Bachelor,Physics,3.0,15855.0,No,No,5.0,5.0,Very Satisfied
193,Ms. Katherine Wyatt,33.0,Female,Pakistan,Duran-Dixon University,PhD,Physics,1.0,20331.0,No,Yes,3.0,5.0,Dissatisfied
194,Steven Delacruz,34.0,Female,Germany,"Brewer, Rodriguez and Young University",Master,Business,3.0,29628.0,No,No,5.0,3.0,Neutral
195,Tracey King,22.0,Other,Turkey,Richardson Inc University,Master,Medicine,1.0,3702.0,No,Yes,1.0,4.0,Very Satisfied
196,Carlos Martinez,30.0,Male,UK,Tucker Inc University,Master,Arts,5.0,26969.0,No,Yes,1.0,5.0,Neutral
197,Matthew Smith,31.0,Female,Pakistan,"Blackwell, Chang and Lee University",PhD,Physics,1.0,27831.0,No,No,3.0,5.0,Neutral
198,Kevin Short,25.0,Male,China,"Smith, Lewis and Shields University",Master,Social Sciences,2.0,6722.0,Yes,No,2.0,5.0,Dissatisfied
199,Felicia George,34.0,Other,France,Murray-Woodard University,Bachelor,Computer Science,4.0,35269.0,Yes,Yes,3.0,5.0,Neutral
200,Richard Noble,20.0,Male,USA,"Silva, Mills and Steele University",Bachelor,Engineering,2.0,42262.0,No,No,2.0,1.0,Very Satisfied
201,Kara Robinson,23.0,Other,UK,Mercado and Sons University,PhD,Physics,5.0,22364.0,No,Yes,4.0,3.0,Very Satisfied
202,Michele Wade,25.0,Male,India,"Carroll, Smith and Rodriguez University",Bachelor,Business,5.0,8072.0,Yes,Yes,2.0,2.0,Neutral
203,Ryan Hopkins,35.0,Female,Turkey,"Abbott, Austin and Humphrey University",Master,Computer Science,4.0,5979.0,Yes,Yes,1.0,1.0,Satisfied
204,Bobby Gomez,19.0,Male,Malaysia,"Moody, Bean and Hansen University",Bachelor,Computer Science,3.0,12564.0,No,Yes,4.0,4.0,Very Satisfied
205,Jason Brewer,31.0,Male,USA,"Burton, Lopez and Woods University",Bachelor,Law,4.0,19294.0,No,No,2.0,5.0,Dissatisfied
206,Brett Melton,30.0,Male,UAE,Moore-Jones University,Bachelor,Social Sciences,1.0,45692.0,Yes,No,3.0,1.0,Neutral
207,Laura Wilkinson,20.0,Male,Canada,"Ochoa, Schmidt and Andrews University",Bachelor,Data Science,5.0,43299.0,Yes,Yes,5.0,5.0,Dissatisfied
208,Laura Johnson,25.0,Female,India,White Ltd University,Master,Data Science,5.0,13306.0,Yes,Yes,4.0,2.0,Dissatisfied
209,Amanda Pham,24.0,Other,Germany,Bean-Lynch University,PhD,Law,3.0,31351.0,No,Yes,2.0,2.0,Dissatisfied
210,Thomas Greer,24.0,Other,Australia,Stout Group University,Bachelor,Computer Science,4.0,4569.0,No,No,3.0,3.0,Very Dissatisfied
211,Phillip Brown,18.0,Male,Australia,Harris-Cantrell University,PhD,Social Sciences,5.0,31635.0,Yes,Yes,3.0,3.0,Neutral
212,Daniel Robbins,29.0,Other,France,"Anderson, Vang and Glass University",PhD,Physics,5.0,34011.0,No,No,3.0,2.0,Neutral
213,Isaac Moss,26.0,Male,China,Jacobs-Sanchez University,PhD,Arts,3.0,43009.0,Yes,No,4.0,3.0,Very Dissatisfied
214,Amber Goodwin,17.0,Male,Japan,Mullins Ltd University,Master,Engineering,1.0,24947.0,Yes,Yes,2.0,2.0,Very Satisfied
215,Paula Higgins,18.0,Female,France,"Jenkins, Sanchez and Taylor University",PhD,Computer Science,1.0,11165.0,No,Yes,1.0,4.0,Very Dissatisfied
216,Robert Lewis,22.0,Other,Malaysia,"Perez, Jensen and Baker University",PhD,Business,3.0,47305.0,No,Yes,1.0,5.0,Satisfied
217,Gregory Greene,29.0,Female,India,Adkins PLC University,Bachelor,Computer Science,4.0,31378.0,No,No,1.0,4.0,Dissatisfied
218,Carrie Barber,25.0,Male,Australia,Powell-Robles University,Master,Physics,4.0,12377.0,No,Yes,5.0,4.0,Neutral
219,Katherine Hendrix,22.0,Male,Australia,Nguyen-Levy University,Master,Computer Science,2.0,47989.0,Yes,Yes,3.0,1.0,Very Satisfied
220,Timothy Herring,24.0,Male,Germany,Mueller Inc University,PhD,Social Sciences,3.0,48383.0,Yes,No,4.0,2.0,Very Dissatisfied
221,Karen Case PhD,27.0,Male,Germany,Thompson-Allen University,PhD,Law,5.0,5731.0,No,No,4.0,3.0,Dissatisfied
222,Jennifer Holmes,29.0,Male,Netherlands,Olson and Sons University,PhD,Law,3.0,48195.0,Yes,No,2.0,4.0,Satisfied
223,Mr. Frank Krueger,24.0,Male,India,Scott LLC University,Master,Social Sciences,5.0,42079.0,Yes,Yes,5.0,2.0,Neutral
224,Kristen Coleman,19.0,Male,China,Mills-Mendoza University,Bachelor,Arts,2.0,28880.0,Yes,Yes,1.0,3.0,Very Satisfied
225,Victoria Harris,28.0,Other,Pakistan,Adams Inc University,PhD,Business,1.0,43030.0,Yes,No,1.0,2.0,Satisfied
226,Tricia Mclaughlin,35.0,Female,Pakistan,Obrien PLC University,PhD,Law,2.0,31544.0,Yes,Yes,3.0,5.0,Very Dissatisfied
227,Sarah Moore,27.0,Male,Malaysia,"King, Rios and Michael University",PhD,Social Sciences,5.0,8302.0,No,Yes,3.0,2.0,Dissatisfied
228,Rodney Hill,20.0,Other,Australia,Taylor Group University,Master,Engineering,3.0,35734.0,Yes,No,1.0,2.0,Satisfied
229,Maria Hall,26.0,Female,Pakistan,Best-Bailey University,Bachelor,Data Science,2.0,11602.0,Yes,Yes,4.0,1.0,Dissatisfied
230,Jennifer Ellis,31.0,Female,Malaysia,Murphy Inc University,Bachelor,Medicine,2.0,27393.0,No,No,4.0,4.0,Dissatisfied
231,Michelle Pruitt,30.0,Male,Japan,"Owen, Hayes and Jackson University",Master,Data Science,3.0,48582.0,Yes,No,1.0,2.0,Very Dissatisfied
232,Christina Pham,23.0,Male,USA,"Robinson, Weaver and Moore University",PhD,Engineering,1.0,42332.0,Yes,No,4.0,5.0,Dissatisfied
233,Richard Kelly,26.0,Male,China,Wright-Hunt University,PhD,Physics,2.0,3528.0,No,Yes,2.0,4.0,Satisfied
234,Austin Martin,18.0,Male,Pakistan,"King, Ortega and Bryan University",Bachelor,Computer Science,5.0,37302.0,Yes,Yes,2.0,4.0,Satisfied
235,Adam Richards,22.0,Other,India,Burns-Martin University,Bachelor,Medicine,1.0,7287.0,No,No,2.0,4.0,Very Satisfied
236,Tamara Holland,25.0,Female,France,Wall Ltd University,PhD,Physics,4.0,38398.0,Yes,No,4.0,2.0,Dissatisfied
237,Lisa Garner,23.0,Female,France,"Robertson, Nichols and Black University",Master,Engineering,2.0,43270.0,Yes,Yes,4.0,1.0,Dissatisfied
238,John Dunlap,28.0,Male,Canada,"Le, Ferguson and Miller University",Bachelor,Medicine,1.0,43712.0,No,Yes,1.0,4.0,Dissatisfied
239,Deborah Fields,33.0,Female,Germany,Stephens PLC University,PhD,Social Sciences,4.0,17139.0,No,Yes,3.0,1.0,Very Dissatisfied
240,Lisa Simmons,31.0,Female,UAE,Patterson PLC University,Bachelor,Business,1.0,31584.0,Yes,Yes,1.0,3.0,Dissatisfied
241,Stacey Brown,29.0,Female,India,Evans Group University,Bachelor,Data Science,2.0,25701.0,No,Yes,3.0,1.0,Satisfied
242,Kenneth Mendoza,31.0,Female,Japan,Shelton-Garcia University,PhD,Engineering,5.0,4189.0,Yes,No,1.0,2.0,Neutral
243,Cheryl Hunt,26.0,Other,UK,Soto-Larsen University,PhD,Arts,5.0,23786.0,Yes,Yes,4.0,3.0,Very Dissatisfied
244,Brian Morales,28.0,Male,Germany,"Harris, Russo and Jacobs University",PhD,Medicine,2.0,34371.0,No,No,3.0,5.0,Neutral
245,Michael Oconnell,20.0,Male,Netherlands,Simpson PLC University,PhD,Engineering,4.0,21804.0,Yes,No,4.0,5.0,Neutral
246,Marcia Weber,25.0,Male,UK,Stephenson-Casey University,Bachelor,Physics,4.0,46060.0,No,Yes,5.0,1.0,Dissatisfied
247,Robert Hooper,23.0,Male,Japan,Delgado-Ruiz University,Master,Arts,2.0,7917.0,Yes,Yes,2.0,2.0,Dissatisfied
248,Craig Cooke,34.0,Male,France,"Taylor, Perry and Moses University",Bachelor,Business,4.0,41885.0,Yes,No,5.0,2.0,Very Dissatisfied
249,Luis Campos,26.0,Other,UAE,"Luna, Nguyen and Smith University",Bachelor,Medicine,4.0,23255.0,Yes,No,1.0,4.0,Satisfied
250,Miss Rachel Collins DDS,35.0,Other,UAE,Parker-Collier University,Bachelor,Data Science,4.0,40739.0,No,Yes,1.0,3.0,Dissatisfied
251,Jodi Little,30.0,Male,China,Tran and Sons University,Bachelor,Law,3.0,37956.0,Yes,No,5.0,4.0,Very Satisfied
252,Kelly Rodgers,18.0,Other,Turkey,"Johnson, Walsh and Smith University",PhD,Engineering,4.0,49619.0,No,Yes,2.0,5.0,Satisfied
253,Donald Rodriguez,28.0,Other,Australia,Mack and Sons University,Bachelor,AI,3.0,32198.0,No,Yes,1.0,1.0,Very Satisfied
254,Scott Ayers,28.0,Male,Malaysia,Robbins PLC University,PhD,Engineering,2.0,32360.0,Yes,No,5.0,1.0,Very Satisfied
255,Carrie Lowe,19.0,Other,India,Drake-Hooper University,Master,Data Science,1.0,12164.0,Yes,Yes,1.0,5.0,Neutral
256,Melissa Robinson,30.0,Other,UK,White-Padilla University,Master,Data Science,1.0,45683.0,Yes,Yes,4.0,3.0,Dissatisfied
257,Stephanie Harris,35.0,Male,Turkey,Robertson-Jenkins University,PhD,Computer Science,1.0,18656.0,Yes,Yes,5.0,5.0,Very Satisfied
258,Alexandria Obrien,21.0,Female,UAE,"Hamilton, Smith and Sims University",PhD,Engineering,2.0,9958.0,No,Yes,1.0,1.0,Satisfied
259,Daniel Jones,30.0,Other,France,Nelson-Hamilton University,Bachelor,AI,4.0,21609.0,Yes,Yes,2.0,3.0,Very Dissatisfied
260,Lauren Hall,27.0,Male,UAE,"Henderson, Bailey and Wright University",Master,Business,5.0,23495.0,Yes,No,1.0,2.0,Dissatisfied
261,Brandy Martinez,20.0,Male,France,Hanson Group University,Bachelor,Arts,4.0,9083.0,No,No,5.0,4.0,Neutral
262,Michael Weaver,22.0,Male,Malaysia,"Tran, Wyatt and Marks University",Master,AI,1.0,21806.0,No,No,1.0,5.0,Satisfied
263,Hannah Ford,30.0,Female,Netherlands,Pham Inc University,PhD,Medicine,4.0,8708.0,No,No,1.0,1.0,Neutral
264,Gregory Brown,27.0,Female,Turkey,"Thompson, Rodriguez and Bryan University",Master,Physics,2.0,32574.0,No,Yes,4.0,5.0,Neutral
265,Erica Hudson,21.0,Female,Australia,Flores and Sons University,PhD,Arts,3.0,41568.0,Yes,Yes,2.0,3.0,Neutral
266,Steven Robinson,30.0,Male,Netherlands,Roberts Group University,Bachelor,Medicine,4.0,27445.0,Yes,No,5.0,4.0,Very Dissatisfied
267,Gina Smith,18.0,Other,Canada,Brown Inc University,Master,Arts,3.0,39178.0,No,Yes,5.0,3.0,Neutral
268,Robert Riley,31.0,Other,UAE,Mcintyre-Gonzales University,Bachelor,Data Science,3.0,43420.0,No,No,5.0,5.0,Very Satisfied
269,William Shaw,24.0,Other,China,Shelton-Landry University,Bachelor,Social Sciences,1.0,3293.0,Yes,No,5.0,1.0,Very Dissatisfied
270,Charles Perkins,21.0,Other,USA,"Martin, Russell and Jordan University",Bachelor,Physics,2.0,2987.0,Yes,No,1.0,5.0,Satisfied
271,Calvin James,18.0,Other,Germany,Brown Ltd University,PhD,Medicine,2.0,15832.0,No,No,1.0,4.0,Very Dissatisfied
272,John Campos,34.0,Male,Germany,Johnson PLC University,Master,Business,5.0,9476.0,No,No,5.0,5.0,Dissatisfied
273,William Coleman,17.0,Male,UAE,"Clark, Lutz and Alvarado University",Master,Business,4.0,13499.0,No,No,2.0,2.0,Neutral
274,Lauren Burch,32.0,Other,India,"Soto, Stanley and Jensen University",Bachelor,Business,4.0,29940.0,No,Yes,5.0,2.0,Very Dissatisfied
275,Melissa Keller,21.0,Female,Japan,Grimes-Oliver University,Master,Law,4.0,12008.0,No,Yes,1.0,4.0,Dissatisfied
276,Dr. Megan Lyons,29.0,Male,Pakistan,Werner-Smith University,PhD,Engineering,3.0,42517.0,Yes,No,3.0,1.0,Very Satisfied
277,Elizabeth Thomas,26.0,Other,Netherlands,Chandler-Berry University,Master,Arts,3.0,7786.0,No,No,1.0,1.0,Neutral
278,Amber Thomas,24.0,Male,Turkey,"Brown, Martinez and Stanley University",PhD,Law,3.0,44490.0,Yes,No,1.0,4.0,Dissatisfied
279,Brett Sharp,30.0,Female,USA,Ramsey-Scott University,Master,Business,1.0,43623.0,Yes,Yes,2.0,3.0,Satisfied
280,Danielle Sanchez,28.0,Male,China,"Gutierrez, Zhang and Kim University",Master,Physics,3.0,21620.0,Yes,No,5.0,4.0,Dissatisfied
281,Elizabeth Alvarez,29.0,Other,Malaysia,Williams-Kelley University,Master,Data Science,5.0,31978.0,No,Yes,1.0,1.0,Dissatisfied
282,Susan Lee,29.0,Female,Australia,"Lynn, Hughes and Garcia University",Master,Physics,2.0,19987.0,Yes,Yes,4.0,4.0,Very Dissatisfied
283,Mark Stone,23.0,Other,Pakistan,Mckinney-Wallace University,Master,Arts,1.0,48315.0,No,No,5.0,3.0,Neutral
284,Juan Wilkinson,28.0,Male,UAE,Cook Inc University,Master,Physics,5.0,26061.0,No,Yes,3.0,4.0,Neutral
285,Russell Garcia,25.0,Other,Australia,Miles LLC University,Master,Medicine,5.0,42938.0,Yes,No,5.0,2.0,Dissatisfied
286,Carrie Thompson,24.0,Female,Canada,"Cantu, Mckinney and Maxwell University",PhD,Social Sciences,4.0,26171.0,Yes,Yes,4.0,4.0,Neutral
287,Jessica Wall,24.0,Female,UK,Harris and Sons University,Bachelor,AI,1.0,37965.0,No,No,3.0,2.0,Neutral
288,Robert Walker,20.0,Male,Netherlands,"Lamb, Cox and Bond University",Bachelor,AI,1.0,18614.0,No,No,2.0,4.0,Very Satisfied
289,Sydney Garcia,24.0,Female,France,Ferguson LLC University,Bachelor,Data Science,1.0,3665.0,Yes,Yes,4.0,4.0,Very Dissatisfied
290,Ronald Hood,24.0,Male,USA,Aguilar and Sons University,PhD,Business,4.0,41912.0,Yes,Yes,5.0,1.0,Neutral
291,Tanya Kirby,30.0,Other,Netherlands,Irwin-Campbell University,Bachelor,Medicine,2.0,36981.0,Yes,Yes,4.0,5.0,Very Dissatisfied
292,James Thompson,23.0,Other,UK,Hogan Group University,Master,AI,2.0,19731.0,Yes,No,3.0,2.0,Very Dissatisfied
293,Jonathan Moran,23.0,Other,Netherlands,"Campos, Barnes and Gonzalez University",Master,Computer Science,3.0,43999.0,Yes,No,5.0,2.0,Neutral
294,Connie Edwards,17.0,Male,India,Huff-Moss University,Master,Law,4.0,16428.0,Yes,No,5.0,2.0,Very Dissatisfied
295,Carla Carroll,25.0,Female,China,Melendez Group University,Master,Business,3.0,41008.0,Yes,No,2.0,3.0,Satisfied
296,Kayla Cox,34.0,Other,Australia,Gallagher PLC University,PhD,Business,3.0,29145.0,Yes,No,5.0,4.0,Satisfied
297,Eugene Zimmerman,30.0,Female,China,Navarro-Williams University,Bachelor,Computer Science,2.0,13520.0,No,Yes,5.0,5.0,Dissatisfied
298,Beth Powell,35.0,Female,USA,Morris-Anderson University,PhD,Physics,4.0,34542.0,No,Yes,2.0,1.0,Neutral
299,Ralph Francis,21.0,Other,Canada,"Huff, Roberts and Rivas University",PhD,Business,1.0,10976.0,No,No,2.0,5.0,Satisfied
300,William Hawkins,23.0,Other,France,Horton-Stevens University,Bachelor,Computer Science,2.0,47593.0,Yes,No,5.0,2.0,Very Satisfied
301,Andrew Garza,17.0,Female,UK,Zimmerman LLC University,Bachelor,Arts,4.0,33067.0,No,No,1.0,2.0,Very Dissatisfied
302,Gary Johnson,27.0,Female,Germany,"Stein, Martinez and Garcia University",PhD,AI,2.0,29012.0,No,No,4.0,1.0,Very Dissatisfied
303,Richard Gonzalez,35.0,Other,China,"Brown, Bruce and Carey University",Master,Medicine,1.0,16054.0,No,No,5.0,2.0,Neutral
304,Stephen Avila,35.0,Female,France,Cox-Russell University,Bachelor,Business,3.0,37537.0,Yes,No,1.0,4.0,Very Satisfied
305,Laura Reyes,23.0,Other,Germany,Jones-Harrington University,PhD,Law,2.0,28060.0,Yes,No,3.0,2.0,Dissatisfied
306,Robert Monroe,31.0,Male,USA,"Wilson, Blankenship and Romero University",Bachelor,Medicine,5.0,3615.0,Yes,Yes,2.0,3.0,Dissatisfied
307,Thomas Robinson,19.0,Other,Australia,Weeks LLC University,PhD,Engineering,5.0,18581.0,No,No,2.0,1.0,Very Dissatisfied
308,Sheila Sanchez,35.0,Other,Pakistan,Lindsey-Pacheco University,Bachelor,Engineering,4.0,49271.0,No,Yes,5.0,3.0,Very Satisfied
309,Debra Smith,22.0,Other,Netherlands,"Caldwell, Bishop and Stafford University",Bachelor,Physics,2.0,36410.0,Yes,No,3.0,4.0,Very Dissatisfied
310,Lauren Bailey,32.0,Female,India,Hughes-Reed University,Master,Computer Science,2.0,35148.0,No,No,5.0,4.0,Very Satisfied
311,Marc Boyd,19.0,Male,India,Guerrero PLC University,Master,AI,1.0,23941.0,No,No,5.0,4.0,Satisfied
312,Amber Lewis,20.0,Other,UAE,Trujillo LLC University,Bachelor,Medicine,1.0,36568.0,Yes,Yes,3.0,1.0,Neutral
313,Nicole Lewis,34.0,Female,USA,Reed PLC University,Master,Engineering,1.0,21880.0,Yes,Yes,3.0,3.0,Very Satisfied
314,Anthony Miller,17.0,Female,USA,"Smith, Morrison and Warren University",PhD,Business,4.0,10107.0,No,Yes,4.0,4.0,Very Satisfied
315,Jennifer Dorsey,28.0,Female,China,Martinez-Baker University,Master,Business,4.0,41171.0,Yes,Yes,5.0,5.0,Dissatisfied
316,Dylan Bishop,29.0,Other,Germany,"Sanchez, Tucker and Cox University",PhD,Business,2.0,43603.0,Yes,No,5.0,5.0,Dissatisfied
317,Robert Mclaughlin,32.0,Female,India,Morris PLC University,Master,Law,5.0,39756.0,Yes,No,2.0,3.0,Very Satisfied
318,Amanda Williams,33.0,Other,Canada,King Inc University,Master,Business,3.0,6071.0,No,No,1.0,1.0,Very Satisfied
319,Lindsey Thompson,27.0,Male,Canada,Vasquez Ltd University,Master,Data Science,5.0,27971.0,Yes,No,2.0,1.0,Very Satisfied
320,Jonathan Green,30.0,Female,Netherlands,"Hardin, Peters and Wilson University",Master,AI,3.0,23177.0,No,No,4.0,2.0,Satisfied
321,Taylor Curry,21.0,Male,France,Krause-Chavez University,PhD,Physics,1.0,49097.0,Yes,No,2.0,5.0,Satisfied
322,Tasha Clark,23.0,Male,France,Odonnell Ltd University,Master,AI,3.0,32252.0,No,No,5.0,3.0,Dissatisfied
323,Alyssa Davis,26.0,Other,Canada,Scott-Gallegos University,PhD,Computer Science,1.0,32340.0,Yes,No,5.0,1.0,Neutral
324,Donald Brown,34.0,Other,India,Zuniga-Young University,Bachelor,Physics,3.0,34348.0,No,Yes,1.0,2.0,Satisfied
325,Brian Mcgrath,35.0,Male,USA,Sullivan-Santos University,Bachelor,Physics,4.0,30391.0,No,Yes,1.0,1.0,Very Dissatisfied
326,Robin Turner,29.0,Male,France,Benjamin-Navarro University,PhD,Medicine,4.0,25878.0,Yes,No,4.0,4.0,Dissatisfied
327,Carmen Young,33.0,Other,France,Wheeler Ltd University,Master,Engineering,5.0,14982.0,No,No,5.0,2.0,Satisfied
328,Robert Banks,35.0,Male,India,Roth Group University,Bachelor,Computer Science,3.0,33544.0,Yes,No,4.0,1.0,Very Dissatisfied
329,Jennifer Anderson,33.0,Female,Netherlands,Lynch Inc University,PhD,Business,4.0,24534.0,Yes,Yes,3.0,1.0,Neutral
330,Christine Butler,33.0,Other,Germany,Pena PLC University,PhD,Social Sciences,1.0,6464.0,Yes,Yes,1.0,3.0,Very Satisfied
331,Anthony Clark,28.0,Male,UK,"Sanchez, Hansen and Fernandez University",PhD,Data Science,5.0,35828.0,Yes,Yes,5.0,1.0,Dissatisfied
332,Veronica Shaw,29.0,Female,India,Romero-White University,Bachelor,Arts,2.0,27357.0,Yes,No,1.0,2.0,Neutral
333,Lauren Wilson,17.0,Male,Pakistan,Malone-Cruz University,PhD,Engineering,4.0,28202.0,Yes,No,5.0,1.0,Very Dissatisfied
334,William Shaffer,19.0,Other,UK,"White, Munoz and Garcia University",PhD,Data Science,5.0,39639.0,No,No,4.0,5.0,Satisfied
335,Michele Bell,31.0,Female,Germany,Mcdaniel Inc University,PhD,Social Sciences,2.0,34461.0,No,Yes,4.0,1.0,Dissatisfied
336,Michael Lewis,25.0,Female,Netherlands,"Hunter, Winters and Spencer University",Master,Computer Science,2.0,8042.0,Yes,No,2.0,1.0,Very Dissatisfied
337,Ralph Perez,17.0,Male,India,"Walton, Orozco and Ferguson University",PhD,Computer Science,3.0,49575.0,Yes,No,2.0,2.0,Neutral
338,Randy Howard,23.0,Female,Netherlands,"Thomas, Clark and Webb University",Master,Data Science,1.0,47116.0,Yes,No,5.0,3.0,Very Satisfied
339,Kenneth Lin,28.0,Male,USA,Alexander and Sons University,Master,Medicine,4.0,7812.0,No,Yes,4.0,3.0,Satisfied
340,Michael Gibbs,34.0,Male,Pakistan,Hensley Group University,Bachelor,AI,3.0,44441.0,No,No,5.0,5.0,Very Satisfied
341,Patrick Jones,20.0,Female,India,Gallagher Group University,PhD,Law,3.0,23678.0,Yes,No,4.0,2.0,Dissatisfied
342,James Lee,23.0,Male,Canada,"Black, Farmer and Potter University",Master,AI,4.0,28558.0,Yes,No,3.0,3.0,Very Dissatisfied
343,Peter Butler,28.0,Male,Australia,Wolf PLC University,Master,Data Science,1.0,46278.0,No,Yes,2.0,5.0,Neutral
344,Victoria Silva,25.0,Male,France,Miller-Martinez University,Master,Computer Science,3.0,8584.0,Yes,No,4.0,5.0,Very Satisfied
345,Mitchell Osborne,25.0,Other,Germany,Farley PLC University,Master,Data Science,3.0,10351.0,Yes,No,2.0,1.0,Very Satisfied
346,Steven Good,17.0,Other,Netherlands,Taylor Ltd University,Bachelor,AI,2.0,4721.0,Yes,No,3.0,5.0,Very Dissatisfied
347,Christopher Parker,19.0,Other,France,Johnson-Allen University,Master,Physics,5.0,5952.0,No,Yes,5.0,4.0,Very Dissatisfied
348,Desiree Williams,35.0,Female,Japan,Fry-Henderson University,Bachelor,Medicine,2.0,26446.0,Yes,Yes,4.0,5.0,Dissatisfied
349,Justin Moore,31.0,Male,Canada,Leach-Mckee University,Bachelor,Physics,5.0,42122.0,Yes,No,2.0,3.0,Neutral
350,Alyssa Frazier,31.0,Female,Netherlands,"Garcia, Morton and Lewis University",Master,Data Science,4.0,48613.0,No,Yes,2.0,2.0,Very Satisfied
351,Michael Edwards,33.0,Female,China,"Lopez, Smith and Weaver University",Master,Social Sciences,4.0,16097.0,Yes,Yes,4.0,5.0,Dissatisfied
352,Jerry Jackson,28.0,Male,UAE,"Jackson, Lee and David University",Master,Business,5.0,19909.0,No,Yes,1.0,1.0,Satisfied
353,Robin Sutton,29.0,Female,Netherlands,"Bright, Burnett and Rodriguez University",Bachelor,Arts,2.0,47042.0,Yes,No,3.0,4.0,Satisfied
354,Larry Torres,30.0,Male,China,"Horton, Mitchell and Johnson University",PhD,Engineering,2.0,5033.0,No,Yes,1.0,4.0,Dissatisfied
355,Thomas Owens,23.0,Female,UAE,"Petersen, Dean and Morales University",Bachelor,Arts,4.0,48811.0,Yes,No,1.0,5.0,Very Dissatisfied
356,John Salinas,17.0,Male,USA,Cook-Mcgrath University,Master,Law,3.0,49240.0,No,Yes,5.0,1.0,Very Dissatisfied
357,Robert Morales,34.0,Female,Canada,Travis Ltd University,PhD,Medicine,4.0,15728.0,Yes,Yes,5.0,3.0,Very Dissatisfied
358,Jessica Spencer,17.0,Female,Pakistan,Brown LLC University,Master,Arts,3.0,16903.0,No,No,5.0,2.0,Very Dissatisfied
359,Elizabeth Thomas,32.0,Male,Australia,Ruiz Group University,Master,AI,3.0,42477.0,Yes,Yes,2.0,4.0,Very Satisfied
360,Rachel Lee,32.0,Female,Netherlands,Parker and Sons University,Master,Physics,2.0,47089.0,Yes,No,2.0,2.0,Very Dissatisfied
361,Christina Williams,18.0,Male,Canada,Allison Inc University,Master,Law,2.0,18107.0,Yes,Yes,3.0,1.0,Very Satisfied
362,Megan Carr,28.0,Male,Canada,Mccarty Ltd University,Master,Arts,1.0,49117.0,Yes,No,5.0,3.0,Satisfied
363,Cheyenne Robinson,23.0,Male,France,Brock-Hernandez University,PhD,Business,4.0,20845.0,No,Yes,2.0,2.0,Neutral
364,Sara Ball,17.0,Other,Netherlands,Gallegos-Yang University,Master,Computer Science,1.0,37390.0,No,Yes,2.0,5.0,Neutral
365,Dr. Zachary Davis,17.0,Male,Netherlands,Ramirez-Morton University,PhD,Social Sciences,4.0,28351.0,Yes,Yes,5.0,1.0,Satisfied
366,Robin Hall,23.0,Male,India,Miles-Taylor University,PhD,Computer Science,5.0,27318.0,No,No,2.0,2.0,Neutral
367,Robert Stone,32.0,Male,India,"Walker, Garcia and Smith University",Bachelor,Data Science,2.0,6768.0,No,No,1.0,4.0,Dissatisfied
368,Carl Carr,27.0,Other,Turkey,"Flores, Herrera and Phillips University",Master,Physics,4.0,16168.0,Yes,No,5.0,1.0,Satisfied
369,Ricky Reilly,17.0,Other,Netherlands,Baldwin-Owens University,Master,Computer Science,5.0,46883.0,Yes,No,5.0,2.0,Dissatisfied
370,Aaron Jenkins,21.0,Male,Australia,Clark Ltd University,Master,Data Science,1.0,28278.0,Yes,Yes,4.0,4.0,Dissatisfied
371,Walter Caldwell,25.0,Male,Pakistan,Porter-Holloway University,Master,Medicine,5.0,18901.0,No,No,3.0,1.0,Very Satisfied
372,Daniel Hatfield,18.0,Female,China,"Spencer, Sanchez and Jordan University",PhD,Medicine,3.0,27599.0,Yes,No,1.0,3.0,Dissatisfied
373,Donald Green,21.0,Other,Australia,Carter and Sons University,Bachelor,Engineering,4.0,17965.0,No,No,2.0,3.0,Satisfied
374,Holly Bruce,24.0,Male,Pakistan,King-Lopez University,Master,Engineering,1.0,30996.0,No,No,3.0,4.0,Satisfied
375,Sarah Moore,27.0,Female,Malaysia,"Swanson, Anderson and Becker University",PhD,Law,2.0,35154.0,No,Yes,1.0,3.0,Dissatisfied
376,Thomas Waters,34.0,Male,USA,Atkins-Parks University,PhD,Data Science,2.0,6699.0,No,Yes,4.0,2.0,Satisfied
377,Michael Steele,24.0,Male,France,Adams-Brown University,Bachelor,Physics,3.0,18595.0,No,No,3.0,5.0,Dissatisfied
378,Kimberly Coffey,22.0,Female,Malaysia,Williams Inc University,PhD,Computer Science,5.0,46232.0,No,No,2.0,3.0,Dissatisfied
379,Phillip Gordon,29.0,Male,India,"Thomas, Mcdaniel and Bryant University",Master,Data Science,5.0,4565.0,Yes,No,3.0,1.0,Very Satisfied
380,Peter Sherman,35.0,Male,Germany,Roberts-Wilkins University,Bachelor,Arts,3.0,11976.0,Yes,Yes,1.0,3.0,Very Satisfied
381,Jane Turner,23.0,Male,Turkey,"Miles, Steele and Brown University",Master,Medicine,4.0,39556.0,Yes,Yes,1.0,5.0,Very Satisfied
382,Roy Watts,23.0,Male,Malaysia,Underwood-Lopez University,Master,AI,4.0,21485.0,No,Yes,4.0,1.0,Very Dissatisfied
383,Brenda Escobar,29.0,Male,UAE,"Gonzalez, Kirk and Bell University",PhD,Law,4.0,31302.0,Yes,No,1.0,4.0,Dissatisfied
384,Stephanie Santos,24.0,Other,India,Robinson LLC University,Master,Arts,5.0,28155.0,No,No,2.0,1.0,Very Satisfied
